author_id,pages,weight,rating_value_0,rating_value_1,rating_count_0,rating_count_1,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_0_weight,genre_1_weight,genre_2_weight,genre_3_weight,genre_4_weight,genre_5_weight,genre_6_weight,genre_7_weight,genre_8_weight,genre_9_weight,price,bookformat_Comics,bookformat_Hardcover,bookformat_Kindle Edition,bookformat_Mass Market Paperback,bookformat_Paperback,bookformat_Spiral-bound,bookedition_First Edition,bookedition_Non first edition,bookedition_Unknown
1870,305.0,839.15,4.16,4.6,438743,1,19,13,4,16,3,4,13,13,12,13,0.31,0.28,0.09,0.09,0.08,0.07,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
531,271.0,839.15,3.9,4.6,4751,1,8,4,3,11,13,13,4,13,12,4,0.26,0.24,0.22,0.09,0.05,0.04,0.04,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
12,224.0,839.15,4.51,4.6,2272,1,2,13,13,12,13,13,13,0,12,13,0.45,0.2,0.16,0.09,0.04,0.03,0.02,0.01,0.01,0.02,,0,1,0,0,0,0,0,0,1
2721,336.0,839.15,4.02,4.6,37620,1,4,4,13,3,13,13,4,4,12,18,0.49,0.17,0.1,0.08,0.05,0.04,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1612,272.0,839.15,4.05,4.6,2960,1,2,13,13,12,13,13,13,13,12,13,0.63,0.15,0.11,0.06,0.01,0.01,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
2922,305.0,839.15,4.46,4.6,210628,1,4,4,13,13,4,13,13,13,4,13,0.34,0.33,0.09,0.06,0.04,0.03,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1752,396.0,839.15,3.88,4.6,36084,1,4,13,4,13,13,13,13,13,4,13,0.52,0.13,0.07,0.07,0.04,0.04,0.04,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
150,256.0,839.15,3.8,4.6,13473,1,12,9,13,13,13,13,13,0,12,13,0.51,0.14,0.08,0.07,0.06,0.04,0.04,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2711,528.0,839.15,4.01,4.6,15832,1,4,16,4,13,13,16,11,13,12,13,0.44,0.15,0.14,0.09,0.04,0.04,0.03,0.03,0.03,0.03,,0,0,0,0,1,0,0,0,1
721,192.0,839.15,4.09,4.6,1342,1,12,8,9,13,13,13,13,13,0,13,0.36,0.25,0.13,0.07,0.06,0.04,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1909,158.0,839.15,4.27,4.6,51296,1,4,4,13,13,13,13,4,13,3,13,0.5,0.16,0.12,0.05,0.04,0.03,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2329,303.0,816.47,4.13,4.7,138498,14524,12,17,8,13,13,13,13,1,12,13,0.43,0.36,0.11,0.03,0.02,0.01,0.01,0.01,0.01,0.01,131088.0,0,1,0,0,0,0,1,0,0
828,248.0,5533.82,4.07,4.7,19672,652,19,13,4,11,4,13,13,13,12,13,0.36,0.18,0.12,0.1,0.07,0.06,0.03,0.03,0.03,0.02,259722.0,0,1,0,0,0,0,0,0,1
2940,216.0,839.15,4.15,4.6,3190,1,15,12,16,13,13,13,13,13,12,13,0.92,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.02,,0,0,0,0,1,0,1,0,0
1863,128.0,503.49,3.57,4.6,7,1,12,6,4,4,13,13,13,13,12,13,0.5,0.5,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,244707.0,0,0,0,0,1,0,0,0,1
2577,192.0,839.15,4.02,4.6,34640,1,12,13,6,13,13,13,13,4,12,13,0.42,0.18,0.08,0.07,0.06,0.05,0.05,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
187,336.0,839.15,4.25,4.6,2256,1,2,13,12,13,13,13,13,13,12,13,0.6,0.12,0.09,0.08,0.03,0.03,0.01,0.01,0.01,0.01,,0,0,0,0,1,0,0,0,1
1634,320.0,839.15,3.98,4.6,56397,1,16,13,13,16,4,13,13,13,12,13,0.47,0.15,0.11,0.09,0.05,0.04,0.04,0.02,0.01,0.01,,0,0,0,0,1,0,1,0,0
2774,370.0,453.59,3.89,4.5,33369,1043,16,16,13,4,13,4,13,16,12,8,0.35,0.29,0.14,0.08,0.04,0.03,0.03,0.02,0.01,0.01,,0,0,0,1,0,0,0,0,1
2433,321.0,839.15,3.9,4.6,2413,1,7,11,4,18,17,13,3,13,12,13,0.67,0.11,0.08,0.06,0.03,0.02,0.01,0.01,0.01,0.01,,0,0,0,0,1,0,0,0,1
1043,288.0,839.15,3.27,4.6,613,1,8,13,4,13,13,13,13,13,12,13,0.42,0.21,0.16,0.11,0.11,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2847,144.0,839.15,4.22,4.6,9487,1,15,16,12,13,13,13,13,13,9,13,0.86,0.04,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,1
2629,433.0,839.15,4.07,4.6,29227,1,3,10,19,16,13,13,4,13,12,13,0.44,0.16,0.11,0.07,0.05,0.05,0.05,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2297,352.0,839.15,4.61,4.6,3270,1,12,9,13,0,13,13,13,13,12,13,0.31,0.26,0.1,0.09,0.07,0.04,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
898,385.0,839.15,4.17,4.6,53956,1,13,19,16,13,4,13,4,13,12,13,0.32,0.28,0.14,0.08,0.06,0.04,0.03,0.03,0.01,0.01,,0,1,0,0,0,0,0,0,1
1703,265.0,476.27,3.29,3.8,123057,2574,12,9,13,0,8,13,13,13,12,13,0.35,0.21,0.09,0.08,0.08,0.06,0.06,0.03,0.03,0.02,153032.0,0,1,0,0,0,0,0,0,1
1477,40.0,839.15,5.0,4.6,22,1,14,4,4,4,13,13,13,13,12,13,1.0,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1111,330.0,839.15,0.0,4.6,0,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,1,0,0,0,0,0,1
2195,208.0,839.15,4.3,4.6,6763,1,10,4,4,13,13,13,18,13,12,13,0.38,0.19,0.09,0.07,0.06,0.05,0.05,0.04,0.04,0.03,,0,1,0,0,0,0,0,0,1
33,392.0,839.15,4.25,4.6,20020,1,6,12,13,0,13,4,6,13,12,13,0.32,0.25,0.1,0.08,0.07,0.07,0.03,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1328,192.0,839.15,4.44,4.6,24866,1,5,12,6,9,1,0,13,13,12,13,0.3,0.18,0.16,0.1,0.08,0.05,0.04,0.04,0.03,0.02,,0,0,0,0,1,0,0,0,1
1546,444.0,725.75,4.3,4.7,12775,494,3,13,3,13,13,13,13,16,12,16,0.27,0.17,0.16,0.08,0.06,0.06,0.05,0.05,0.05,0.05,232003.0,0,1,0,0,0,0,0,0,1
1671,340.0,607.81,3.52,4.4,49091,1591,4,13,13,13,15,13,4,8,12,4,0.38,0.17,0.1,0.09,0.08,0.05,0.05,0.04,0.02,0.02,339270.0,0,1,0,0,0,0,0,0,1
797,193.0,839.15,3.52,4.6,117661,1,4,4,13,13,4,13,13,13,12,13,0.57,0.09,0.08,0.08,0.04,0.03,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
907,372.0,839.15,4.05,4.6,171127,1,4,13,3,8,13,13,4,13,12,13,0.5,0.13,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1762,384.0,839.15,3.77,4.6,7140,1,4,4,13,13,4,13,3,13,12,4,0.54,0.26,0.05,0.04,0.04,0.02,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
605,192.0,839.15,4.03,4.6,612,1,15,12,6,13,13,13,13,13,6,13,0.49,0.14,0.11,0.09,0.06,0.03,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1991,352.0,839.15,4.41,4.6,5464,1,12,17,13,13,13,13,13,6,6,13,0.36,0.31,0.15,0.06,0.03,0.02,0.02,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1322,182.0,839.15,3.72,4.6,6436,1,5,1,19,3,4,4,13,13,12,16,0.44,0.16,0.11,0.09,0.08,0.04,0.03,0.02,0.01,0.01,,0,0,0,0,1,0,0,0,1
1211,212.0,5080.23,3.95,4.5,117,17,13,9,12,8,0,13,13,13,12,13,0.33,0.24,0.19,0.14,0.1,0.04,0.03,0.03,0.02,0.02,52262.0,0,0,0,0,1,0,0,0,1
114,374.0,839.15,4.07,4.6,66888,1,3,4,4,19,13,13,13,13,12,13,0.49,0.14,0.12,0.07,0.04,0.04,0.04,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
753,240.0,839.15,4.13,4.6,3878,1,9,12,8,0,13,13,13,13,12,13,0.34,0.27,0.13,0.1,0.05,0.04,0.03,0.03,0.01,0.01,,0,1,0,0,0,0,0,0,1
2059,512.0,789.25,4.0,4.4,12330,485,4,4,13,13,13,4,4,13,12,13,0.46,0.17,0.11,0.05,0.05,0.05,0.04,0.03,0.03,0.02,316748.0,0,1,0,0,0,0,0,0,1
518,293.0,839.15,3.7,4.6,8950,1,7,3,4,13,13,4,13,19,12,13,0.31,0.21,0.11,0.11,0.07,0.06,0.04,0.04,0.03,0.02,,0,0,0,0,1,0,0,0,1
2138,398.0,839.15,4.15,4.6,116240,1,16,4,13,13,13,13,15,4,12,4,0.47,0.21,0.07,0.07,0.04,0.04,0.03,0.03,0.02,0.01,,0,1,0,0,0,0,0,0,1
2407,640.0,839.15,3.89,4.6,6923,1,0,6,12,13,4,9,13,13,12,13,0.18,0.17,0.16,0.16,0.1,0.09,0.05,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
1704,356.0,839.15,3.67,4.6,19346,1,4,13,13,4,13,4,4,13,12,4,0.37,0.17,0.15,0.11,0.04,0.04,0.03,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
2924,384.0,839.15,3.86,4.6,41072,1,4,4,3,13,13,11,13,13,12,16,0.33,0.19,0.15,0.09,0.06,0.06,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
110,160.0,839.15,3.75,4.6,647,1,2,12,13,13,13,13,13,13,12,13,0.41,0.22,0.11,0.11,0.07,0.03,0.02,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
2538,689.0,839.15,4.53,4.6,234571,1,3,19,16,13,13,4,3,13,3,13,0.47,0.16,0.1,0.07,0.05,0.04,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
1919,85.0,839.15,4.3,4.6,7549,1,15,12,13,13,13,16,13,13,12,13,0.88,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
247,370.0,839.15,3.8,4.6,599,1,4,4,4,13,13,13,13,13,12,13,0.29,0.21,0.2,0.19,0.04,0.03,0.02,0.01,0.01,0.0,,0,0,0,0,1,0,0,0,1
2751,322.0,839.15,3.63,4.6,116442,1,18,4,11,18,13,13,13,18,12,4,0.25,0.16,0.16,0.1,0.09,0.08,0.05,0.04,0.04,0.02,,0,1,0,0,0,0,0,0,1
567,314.0,839.15,4.33,4.6,224914,1,18,16,11,4,17,13,13,13,12,13,0.23,0.18,0.14,0.11,0.09,0.08,0.07,0.05,0.03,0.02,,0,0,0,0,1,0,0,0,1
1114,459.0,839.15,4.4,4.6,19391,1,13,16,16,13,3,3,13,4,12,13,0.21,0.19,0.18,0.17,0.09,0.07,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1957,416.0,839.15,3.94,4.6,21043,1,0,12,13,13,9,6,13,13,12,13,0.37,0.35,0.08,0.06,0.04,0.04,0.03,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
2771,377.0,839.15,3.89,4.6,7050,1,4,4,3,13,13,4,4,13,12,13,0.51,0.21,0.15,0.04,0.02,0.02,0.02,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
460,338.0,839.15,4.09,4.6,825129,1,4,13,13,13,4,4,13,13,12,4,0.51,0.17,0.08,0.06,0.04,0.04,0.04,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2119,398.0,839.15,4.01,4.6,7379,1,6,12,6,13,13,13,13,6,12,4,0.47,0.19,0.1,0.09,0.04,0.04,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
172,330.0,839.15,5.0,5.0,2,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,72041.0,0,0,1,0,0,0,0,0,1
683,240.0,839.15,3.94,4.6,244,1,10,3,7,13,4,13,13,13,12,13,0.32,0.2,0.14,0.12,0.06,0.04,0.04,0.04,0.04,0.02,,0,1,0,0,0,0,0,0,1
1243,378.0,839.15,4.15,4.6,343218,1,19,13,16,4,13,13,4,13,12,13,0.33,0.19,0.16,0.11,0.07,0.04,0.04,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2514,528.0,1270.06,4.43,4.7,3680,1939,13,2,13,12,13,13,16,13,12,13,0.27,0.24,0.14,0.12,0.07,0.05,0.04,0.03,0.03,0.02,371031.0,0,1,0,0,0,0,0,0,1
1508,352.0,839.15,4.09,4.6,33,1,11,13,4,4,17,13,13,13,12,13,0.39,0.22,0.17,0.13,0.09,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
2852,624.0,839.15,4.33,4.6,99156,1,3,19,4,13,13,13,15,13,12,13,0.62,0.08,0.07,0.06,0.05,0.03,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,1,0,0
2309,240.0,839.15,3.87,4.6,62322,1,12,13,13,13,13,13,13,13,9,13,0.35,0.29,0.11,0.1,0.04,0.04,0.02,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1473,361.0,839.15,4.05,4.6,288793,1,19,11,13,4,17,18,15,13,12,13,0.27,0.27,0.11,0.09,0.08,0.05,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1762,604.0,839.15,4.42,4.6,57362,1,4,4,13,4,13,3,13,13,12,4,0.53,0.29,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2011,274.0,839.15,3.78,4.6,10549,1,15,16,13,13,4,13,13,13,4,13,0.88,0.05,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,1
1747,307.0,839.15,4.1,4.6,37116,1,4,13,13,4,13,13,13,13,12,4,0.51,0.16,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
1004,452.0,839.15,4.29,4.6,20839,1,4,4,13,13,18,13,13,3,12,4,0.29,0.23,0.1,0.08,0.07,0.07,0.06,0.04,0.03,0.03,,0,1,0,0,0,0,0,0,1
2490,273.0,839.15,3.86,4.6,529415,1,4,13,16,4,13,13,13,13,4,13,0.42,0.17,0.13,0.05,0.05,0.05,0.04,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
2453,608.0,839.15,3.82,4.6,4906,1,0,12,13,13,9,6,13,7,12,13,0.42,0.36,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2355,326.0,839.15,3.72,4.6,10701,1,7,4,11,18,18,3,17,13,8,13,0.39,0.17,0.15,0.09,0.07,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1618,440.0,839.15,4.57,4.6,787603,1,4,4,13,13,13,13,13,13,14,4,0.48,0.21,0.08,0.05,0.04,0.04,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
28,538.0,839.15,4.38,4.6,30155,1,12,6,17,13,13,13,13,13,6,13,0.39,0.35,0.11,0.04,0.04,0.03,0.02,0.01,0.01,0.01,,0,1,0,0,0,0,1,0,0
2492,296.0,625.96,5.0,4.6,3,1,12,4,4,4,13,13,13,13,12,13,1.0,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,353562.0,0,1,0,0,0,0,0,0,1
1825,390.0,839.15,3.88,4.6,117486,1,19,3,16,13,13,4,15,13,3,13,0.27,0.22,0.13,0.12,0.09,0.04,0.04,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
1905,282.0,839.15,4.02,4.6,26652,1,4,4,4,13,4,13,13,13,12,13,0.54,0.11,0.11,0.07,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,1,0,0,0,0,0,1
1870,376.0,839.15,4.12,4.6,15410,1,13,19,4,3,15,4,13,13,3,13,0.29,0.28,0.12,0.09,0.08,0.06,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
158,348.0,839.15,4.4,4.6,31101,1,4,16,4,13,15,13,13,13,12,4,0.48,0.13,0.11,0.1,0.06,0.04,0.02,0.02,0.02,0.01,,0,0,0,0,1,0,0,0,1
2285,432.0,5805.98,4.08,4.6,11515,809,4,13,13,4,15,13,13,13,12,4,0.39,0.12,0.12,0.08,0.06,0.06,0.06,0.06,0.03,0.03,230848.0,0,0,0,0,1,0,0,0,1
273,336.0,839.15,4.16,4.6,429,1,13,12,13,13,13,17,13,13,12,13,0.33,0.31,0.09,0.07,0.05,0.05,0.05,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1310,252.0,839.15,3.75,4.6,8685,1,12,9,13,0,13,13,13,13,12,13,0.35,0.33,0.08,0.07,0.05,0.04,0.02,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
2538,803.0,839.15,4.43,4.6,133111,1,3,16,13,13,3,4,13,13,12,13,0.52,0.12,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.03,,0,1,0,0,0,0,0,0,1
215,370.0,839.15,4.25,4.7,39048,1531,3,3,13,13,13,13,15,13,4,13,0.29,0.26,0.15,0.09,0.04,0.04,0.04,0.04,0.03,0.03,86478.0,0,0,1,0,0,0,0,0,1
2454,288.0,839.15,3.81,4.6,108735,1,4,13,3,16,13,13,13,4,12,13,0.48,0.12,0.1,0.06,0.06,0.05,0.04,0.04,0.04,0.03,,0,1,0,0,0,0,0,0,1
2438,357.0,839.15,3.54,4.6,43690,1,7,19,13,11,4,4,13,3,12,18,0.25,0.24,0.11,0.09,0.08,0.06,0.05,0.05,0.04,0.04,,0,1,0,0,0,0,0,0,1
2876,264.0,839.15,4.69,4.6,8825,1,5,10,9,12,0,13,13,1,12,4,0.39,0.2,0.1,0.09,0.05,0.04,0.04,0.04,0.03,0.03,,0,1,0,0,0,0,0,0,1
89,384.0,4399.84,4.17,4.6,165,1,16,13,13,13,4,16,13,4,12,13,0.47,0.15,0.08,0.08,0.07,0.06,0.03,0.02,0.02,0.01,201974.0,0,0,0,0,1,0,0,0,1
653,342.0,839.15,4.39,4.6,15982,1,13,3,3,16,15,11,13,13,12,13,0.21,0.19,0.14,0.12,0.08,0.08,0.05,0.05,0.04,0.04,,0,1,0,0,0,0,0,0,1
1162,384.0,703.07,3.85,4.4,1585,223,0,12,6,13,13,9,13,13,12,13,0.46,0.21,0.1,0.06,0.06,0.03,0.02,0.02,0.02,0.02,209625.0,0,1,0,0,0,0,0,0,1
1536,293.0,839.15,4.19,4.6,101992,1,16,13,13,16,13,13,13,16,12,16,0.29,0.17,0.11,0.1,0.09,0.06,0.06,0.05,0.05,0.02,,0,0,1,0,0,0,0,0,1
1498,373.0,839.15,4.05,4.6,126246,1,4,13,13,13,4,18,4,13,12,13,0.38,0.23,0.08,0.07,0.07,0.04,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
2324,328.0,839.15,4.03,4.6,922345,1,19,16,13,4,4,13,13,13,12,13,0.36,0.23,0.14,0.13,0.04,0.03,0.02,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
1594,387.0,839.15,4.48,4.6,25720,1,4,10,4,19,13,13,13,13,12,13,0.39,0.19,0.08,0.06,0.06,0.06,0.05,0.04,0.04,0.03,,0,1,0,0,0,0,0,0,1
2726,381.0,839.15,3.64,4.6,10345,1,7,3,4,11,13,18,13,13,12,18,0.61,0.12,0.09,0.04,0.03,0.03,0.02,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2313,208.0,839.15,3.72,4.6,20330,1,4,13,4,4,13,13,13,8,12,13,0.61,0.14,0.06,0.04,0.04,0.04,0.02,0.02,0.02,0.01,,0,0,0,0,1,0,0,0,1
832,480.0,839.15,4.1,4.6,22132,1,19,13,13,3,4,13,15,13,12,13,0.26,0.2,0.17,0.11,0.1,0.06,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1970,464.0,839.15,4.5,4.6,5162,1,3,19,4,3,13,13,13,3,4,16,0.58,0.17,0.07,0.04,0.04,0.03,0.02,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2420,768.0,839.15,4.52,4.6,32349,1,3,4,3,3,4,13,13,13,12,13,0.76,0.08,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
326,329.0,839.15,4.14,4.6,133865,1,4,4,18,13,13,11,13,18,4,3,0.35,0.25,0.13,0.07,0.05,0.04,0.03,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
1300,40.0,839.15,3.78,4.6,1953,1,14,13,8,13,13,4,13,13,12,13,0.49,0.16,0.13,0.07,0.05,0.04,0.03,0.02,0.01,0.01,,0,1,0,0,0,0,0,0,1
1135,379.0,621.42,4.12,4.6,19952,239,13,4,4,3,13,13,4,13,12,13,0.65,0.15,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.01,,0,1,0,0,0,0,1,0,0
488,406.0,839.15,3.98,4.6,27018,1,18,11,4,13,17,13,13,18,12,13,0.25,0.2,0.17,0.1,0.1,0.05,0.04,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
146,32.0,4989.51,4.06,4.8,5320,442,14,13,13,4,13,4,3,8,4,13,0.59,0.11,0.08,0.06,0.05,0.04,0.02,0.02,0.02,0.01,211791.0,0,1,0,0,0,0,0,0,1
1429,32.0,6078.13,3.92,4.6,4495,149,14,13,13,13,13,4,14,13,12,13,0.65,0.12,0.06,0.05,0.04,0.03,0.02,0.02,0.01,0.01,167758.0,0,1,0,0,0,0,0,0,1
2607,457.0,839.15,4.16,4.6,15759,1,9,12,15,0,13,13,13,13,12,13,0.37,0.26,0.12,0.06,0.05,0.05,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1425,480.0,839.15,4.24,4.6,26541,1,4,16,19,13,4,3,13,13,12,16,0.37,0.16,0.12,0.09,0.07,0.07,0.06,0.03,0.02,0.01,,0,1,0,0,0,0,0,0,1
588,672.0,1564.89,4.03,4.5,37299,628,5,1,4,13,3,13,15,13,4,13,0.51,0.23,0.1,0.03,0.03,0.03,0.02,0.02,0.02,0.01,207748.0,0,1,0,0,0,0,0,0,1
2709,205.0,839.15,4.67,4.6,3,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
2307,359.0,544.31,4.08,4.6,92590,461,19,3,13,16,13,13,13,13,12,3,0.23,0.21,0.15,0.08,0.08,0.07,0.06,0.05,0.05,0.04,237777.0,0,1,0,0,0,0,1,0,0
2796,330.0,839.15,5.0,5.0,1,13,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,144226.0,0,0,1,0,0,0,0,0,1
359,580.0,839.15,4.37,4.6,24822,1,3,3,4,13,3,4,13,13,4,13,0.75,0.07,0.06,0.02,0.02,0.02,0.02,0.01,0.01,0.01,,0,1,0,0,0,0,0,0,1
1152,320.0,839.15,3.93,4.3,3603,597,4,13,13,4,13,4,13,16,4,4,0.38,0.18,0.13,0.07,0.06,0.05,0.05,0.03,0.03,0.02,144226.0,0,0,1,0,0,0,0,0,1
312,456.0,1360.78,4.07,4.6,46894,4208,6,12,6,13,13,0,8,13,12,13,0.41,0.4,0.05,0.05,0.03,0.01,0.01,0.01,0.01,0.01,518288.0,0,1,0,0,0,0,0,0,1
854,478.0,839.15,3.75,4.6,33608,1,3,19,4,13,13,13,13,4,3,3,0.59,0.09,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1260,285.0,839.15,4.02,4.6,111143,1,4,13,13,4,13,13,13,4,12,13,0.5,0.1,0.09,0.08,0.05,0.04,0.03,0.03,0.03,0.03,,0,1,0,0,0,0,0,0,1
856,400.0,839.15,3.94,4.6,36282,1,3,19,13,7,11,4,3,16,12,13,0.4,0.18,0.1,0.07,0.06,0.05,0.04,0.04,0.02,0.02,,0,1,0,0,0,0,0,0,1
877,496.0,839.15,4.24,4.6,2867,1,0,12,6,13,13,13,13,13,9,6,0.3,0.26,0.14,0.08,0.06,0.04,0.04,0.04,0.02,0.02,,0,1,0,0,0,0,0,0,1
2581,224.0,839.15,4.03,4.6,837,1,12,6,9,13,13,0,13,13,12,13,0.31,0.19,0.14,0.1,0.09,0.06,0.05,0.04,0.03,0.02,,0,1,0,0,0,0,0,0,1
2333,240.0,839.15,3.62,4.6,39239,1,4,13,4,13,13,16,13,13,4,13,0.48,0.15,0.09,0.07,0.04,0.04,0.04,0.03,0.03,0.02,,0,1,0,0,0,0,0,0,1
2459,140.0,498.95,3.38,3.2,72,15,5,7,1,13,13,13,13,13,12,13,0.54,0.27,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,184072.0,0,0,0,0,1,0,0,0,1
2808,136.0,839.15,4.26,4.6,10384,1,1,5,13,13,4,13,4,13,3,7,0.34,0.28,0.11,0.05,0.05,0.05,0.04,0.04,0.03,0.02,,0,0,0,0,1,0,0,1,0
2865,330.0,839.15,4.0,4.6,1,1,12,4,4,4,13,13,13,13,12,13,0.39,0.2,0.12,0.08,0.05,0.04,0.03,0.03,0.02,0.02,,0,0,0,0,1,0,0,0,1
1978,288.0,839.15,3.88,4.6,2191,1,12,13,13,13,6,17,13,13,12,13,0.37,0.32,0.13,0.04,0.03,0.03,0.03,0.02,0.01,0.01,,0,0,1,0,0,0,0,0,1
109,352.0,839.15,3.94,4.6,7662,1,4,4,13,13,13,13,11,13,12,13,0.5,0.27,0.05,0.05,0.03,0.02,0.02,0.02,0.02,0.02,,0,1,0,0,0,0,0,0,1
1641,334.0,839.15,4.54,4.6,334,1,4,4,8,13,13,13,4,13,12,13,0.24,0.24,0.22,0.12,0.06,0.06,0.06,0.03,0.02,0.02,,0,1,0,0,0,0,0,0,1
276,371.0,839.15,3.73,4.6,34947,1,4,4,11,16,13,13,13,13,4,13,0.44,0.24,0.08,0.07,0.06,0.03,0.03,0.02,0.02,0.01,,0,1,0,0,0,0,0,0,1
2810,304.0,839.15,4.08,4.6,546,1,8,12,13,13,13,13,0,9,12,13,0.28,0.26,0.1,0.09,0.08,0.08,0.05,0.04,0.02,0.02,,0,1,0,0,0,0,0,0,1
863,305.0,839.15,3.79,4.6,6424,1,4,4,13,13,15,13,4,13,12,13,0.5,0.15,0.09,0.08,0.06,0.05,0.02,0.02,0.01,0.01,,0,0,1,0,0,0,0,0,1
219,451.0,839.15,3.81,4.6,7319,1,3,13,7,4,13,13,4,3,12,13,0.22,0.2,0.19,0.18,0.08,0.04,0.03,0.02,0.02,0.02,,0,1,0,0,0,0,1,0,0
